shard_number,txn_hash,from_address,to_address,age,txn_value,txn_fee
0,0x3c6...b31d7,one1k...jmuah,one13...e40zm,08/18/2020 12:35:41 MDT,910,0.000021
0,0xd3a...49a1c,one15...9wpse,one1w...2xt26,08/18/2020 12:35:36 MDT,100000,0.000021
0,0x81f...16af3,one1j...u04u8,one1x...n5949,08/18/2020 12:33:06 MDT,0,0.01000001
0,0xc39...c072a,one1t...2r54m,one10...p6gwz,08/18/2020 12:30:14 MDT,11,0.000021
0,0xc64...0e588,one1j...u04u8,one1x...n5949,08/18/2020 12:28:04 MDT,0,0.01000001
0,0x83e...26c64,one10...kg40w,one1w...2xt26,08/18/2020 12:26:49 MDT,1297,0.000021
0,0xb8e...ff9c1,one1j...u04u8,one1x...n5949,08/18/2020 12:23:06 MDT,0,0.01000001
0,0xc24...21513,one14...tzm8h,one1k...45pn0,08/18/2020 12:21:16 MDT,0.001,0.000021
0,0x364...77a6a,one1j...u04u8,one1x...n5949,08/18/2020 12:18:04 MDT,0,0.01000001
0,0xc15...f72e1,one12...ec7qz,one19...6qgk6,08/18/2020 12:17:24 MDT,50000,0.000021
0,0x7f7...d1291,one1w...2xt26,one1h...4ukxf,08/18/2020 12:17:24 MDT,1846.399,0.000021
0,0x0fe...b1100,one1c...jln8j,one1p...tg87l,08/18/2020 12:15:36 MDT,98.9979,0.000021
0,0xee9...49351,one1j...u04u8,one1x...n5949,08/18/2020 12:13:05 MDT,0,0.01000001
0,0x5c8...d8806,one1p...tg87l,one1c...jln8j,08/18/2020 12:08:19 MDT,98.9979,0.000021
0,0x2bb...a0719,one1j...u04u8,one1x...n5949,08/18/2020 12:08:04 MDT,0,0.01000001
0,0x6b8...b2e6a,one1m...8mm8x,one13...tfevf,08/18/2020 12:05:12 MDT,75000,0.000021
0,0x7b1...e5511,one1j...u04u8,one1x...n5949,08/18/2020 12:03:06 MDT,0,0.01000001
0,0xdad...aba0b,one12...ec7qz,one19...6qgk6,08/18/2020 12:01:36 MDT,1000,0.000021
0,0x27d...7035a,one1w...2xt26,one1l...kkdra,08/18/2020 12:01:11 MDT,0.009,0.000021
0,0xe98...5d0ea,one1t...2r54m,one10...p6gwz,08/18/2020 12:00:14 MDT,12,0.000021
0,0x8f7...5766e,one1a...gzaw3,one1l...wq98n,08/18/2020 11:59:04 MDT,5180,0.000021
0,0x183...81fd2,one1j...u04u8,one1x...n5949,08/18/2020 11:58:03 MDT,0,0.01000001
0,0xb59...43e95,one1j...u04u8,one1x...n5949,08/18/2020 11:53:03 MDT,0,0.01000001
0,0x60a...db169,one1j...u04u8,one1x...n5949,08/18/2020 11:48:03 MDT,0,0.01000001
0,0xe99...fd811,one1j...u04u8,one1x...n5949,08/18/2020 11:43:08 MDT,0,0.01000001
0,0x20a...542ba,one1w...5dzfn,one18...pwzwl,08/18/2020 11:39:43 MDT,4728,0.000021
0,0x764...9de85,one1j...u04u8,one1x...n5949,08/18/2020 11:38:03 MDT,0,0.01000001
0,0xb86...3d60d,one1w...2xt26,one12...tlg82,08/18/2020 11:37:03 MDT,40328.766,0.000021
0,0x747...3a09a,one1w...2xt26,one1s...r62lx,08/18/2020 11:36:58 MDT,5713.999,0.000021
0,0x993...c420e,one1j...u04u8,one1x...n5949,08/18/2020 11:33:07 MDT,0,0.01000001
0,0xd7f...44c84,one1w...2xt26,one1v...lnznp,08/18/2020 11:32:47 MDT,2996.899,0.000021
0,0x19e...405d7,one1t...2r54m,one10...p6gwz,08/18/2020 11:30:17 MDT,12,0.000021
0,0x30a...75d2f,one1j...u04u8,one1x...n5949,08/18/2020 11:28:07 MDT,0,0.01000001
0,0x9f2...7c995,one1q...k5t6u,one1e...hs206,08/18/2020 11:26:52 MDT,1228590,0.000021
0,0x0a9...fb2ae,one1j...u04u8,one1x...n5949,08/18/2020 11:23:07 MDT,0,0.01000001
0,0x8d9...f397b,one1j...u04u8,one1x...n5949,08/18/2020 11:18:07 MDT,0,0.01000001
0,0x520...b7f66,one1j...u04u8,one1x...n5949,08/18/2020 11:13:07 MDT,0,0.01000001
0,0xc92...039af,one18...muqzy,one1w...2xt26,08/18/2020 11:10:37 MDT,1471300,0.000021
0,0xe45...3ea29,one1j...u04u8,one1x...n5949,08/18/2020 11:08:02 MDT,0,0.01000001
0,0x7b0...2fc2f,one1j...u04u8,one1x...n5949,08/18/2020 11:03:06 MDT,0,0.01000001
0,0xd7e...6ce8c,one1w...2xt26,one1z...zlg8s,08/18/2020 11:00:36 MDT,6679.799,0.000021
0,0xf82...cf187,one1t...2r54m,one10...p6gwz,08/18/2020 11:00:16 MDT,12,0.000021
0,0x4a0...5dfd7,one1z...yqzvd,one1a...lcy6f,08/18/2020 10:59:11 MDT,1200,0.000042
0,0x218...fabbf,one1j...u04u8,one1x...n5949,08/18/2020 10:58:06 MDT,0,0.01000001
0,0xd70...1e6c1,one1j...u04u8,one1x...n5949,08/18/2020 10:53:06 MDT,0,0.01000001
0,0x640...d5f98,one1j...u04u8,one1x...n5949,08/18/2020 10:48:06 MDT,0,0.01000001
0,0x951...c92d5,one1j...u04u8,one1x...n5949,08/18/2020 10:43:05 MDT,0,0.01000001
0,0x38f...7e2dc,one1p...sd2f8,one1q...8wd2t,08/18/2020 10:41:15 MDT,210710,0.00021
0,0xd87...8ca24,one1w...2xt26,one1p...sd2f8,08/18/2020 10:40:30 MDT,210710,0.000021
0,0xfb8...827cd,one16...jsyde,one1k...5n8gt,08/18/2020 10:40:15 MDT,10000,0.000021
0,0x25d...a0e79,one1q...0q0d0,one1q...75u46,08/18/2020 10:39:05 MDT,424,0.000021
0,0xfed...3052c,one16...xh642,one1q...0q0d0,08/18/2020 10:38:55 MDT,424,0.000021
0,0xf4f...5f540,one1j...u04u8,one1x...n5949,08/18/2020 10:38:05 MDT,0,0.01000001
0,0x85f...621e7,one1j...pf700,one1l...7es5f,08/18/2020 10:38:05 MDT,4999,0.000021
0,0xa17...904e7,one1t...xkce3,one1q...8wd2t,08/18/2020 10:35:25 MDT,156582,0.00021
0,0xd34...9b134,one1l...935n9,one1q...8wd2t,08/18/2020 10:35:15 MDT,264729,0.00021
0,0x224...98af4,one1w...2xt26,one1l...935n9,08/18/2020 10:34:20 MDT,264729,0.000021
0,0xfb8...111ca,one1w...2xt26,one1t...xkce3,08/18/2020 10:34:15 MDT,156582,0.000021
0,0xb52...6ddf4,one1j...u04u8,one1x...n5949,08/18/2020 10:33:05 MDT,0,0.01000001
0,0x7e5...a68f4,one1l...rtrkg,one1w...2xt26,08/18/2020 10:31:34 MDT,5326,0.000021
0,0xfdd...74010,one1t...2r54m,one10...p6gwz,08/18/2020 10:30:22 MDT,11,0.000021
0,0x628...1c919,one1j...pf700,one1l...7es5f,08/18/2020 10:30:07 MDT,1,0.000021
0,0xabd...07f40,one1j...u04u8,one1x...n5949,08/18/2020 10:28:06 MDT,0,0.01000001
0,0x811...e328f,one17...vesvg,one1d...kzkjk,08/18/2020 10:27:41 MDT,5839,0.000021
0,0x5b2...fb5f2,one15...q9juk,one16...jsyde,08/18/2020 10:27:01 MDT,10000,0.000021
0,0xa54...8bab3,one1w...2xt26,one10...qewsp,08/18/2020 10:26:06 MDT,258875.349,0.000021
0,0xffe...aeab5,one1e...76ef2,one1e...hggtd,08/18/2020 10:24:45 MDT,236314,0
0,0x672...d566a,one1j...u04u8,one1x...n5949,08/18/2020 10:23:05 MDT,0,0.01000001
0,0x1ed...f2a46,one1w...2xt26,one1v...4a57k,08/18/2020 10:21:55 MDT,49068.747,0.000021
0,0xaa4...d7039,one1w...2xt26,one19...gm632,08/18/2020 10:19:49 MDT,23939.036,0.000021
0,0x752...7f8c2,one1w...2xt26,one14...tzm8h,08/18/2020 10:19:39 MDT,28024.9072,0.000021
0,0xf1d...92d42,one1p...sd2f8,one1q...8wd2t,08/18/2020 10:18:34 MDT,210764,0.00021
0,0x773...d2150,one13...w57te,one1w...2xt26,08/18/2020 10:18:19 MDT,19040,0.000021
0,0xad2...13a87,one1j...u04u8,one1x...n5949,08/18/2020 10:18:04 MDT,0,0.01000001
0,0x66d...c20cb,one1w...2xt26,one1p...sd2f8,08/18/2020 10:17:34 MDT,210764,0.000021
0,0xeec...e6e50,one1j...u04u8,one1x...n5949,08/18/2020 10:13:03 MDT,0,0.01000001
0,0x822...f97e2,one1p...af0fu,one1c...2tk3x,08/18/2020 10:11:33 MDT,4121333,0.000021
0,0x715...cfcc8,one13...d5w2s,one13...dktmy,08/18/2020 10:09:37 MDT,179999,0.000021
0,0xd87...b3c66,one1j...u04u8,one1x...n5949,08/18/2020 10:08:02 MDT,0,0.01000001
0,0x3bc...dcb75,one1k...dgk27,one13...d5w2s,08/18/2020 10:07:12 MDT,180000,0.000021
0,0xf9a...c5cd3,one1u...edhd7,one10...tfwaz,08/18/2020 10:06:52 MDT,3423581,0
0,0xd58...30a78,one1m...kvnag,one1j...j2l67,08/18/2020 10:04:36 MDT,281251.1758,0
0,0x392...b5b83,one1j...u04u8,one1x...n5949,08/18/2020 10:03:04 MDT,0,0.01000001
0,0x991...89abb,one1t...xkce3,one1q...8wd2t,08/18/2020 10:02:31 MDT,175638,0.00021
0,0xb1d...4df1f,one1l...935n9,one1q...8wd2t,08/18/2020 10:02:21 MDT,368739,0.00021
0,0x9e5...e71e6,one1d...v7kzj,one1q...8wd2t,08/18/2020 10:02:11 MDT,459341,0.00021
0,0x535...df43d,one1w...2xt26,one1l...935n9,08/18/2020 10:01:26 MDT,368739,0.000021
0,0xb67...82669,one1w...2xt26,one1d...v7kzj,08/18/2020 10:01:15 MDT,459341,0.000021
0,0x773...238b4,one1w...2xt26,one1t...xkce3,08/18/2020 10:01:10 MDT,175638,0.000021
0,0xcb7...817f3,one1q...lc8a7,one1x...0nz74,08/18/2020 10:00:30 MDT,12.3524,0.000021
0,0x55a...6b443,one1t...2r54m,one10...p6gwz,08/18/2020 10:00:20 MDT,12,0.000021
0,0x157...88df0,one1j...u04u8,one1x...n5949,08/18/2020 09:58:04 MDT,0,0.01000001
0,0x74d...e5923,one12...p38yr,one1m...kvnag,08/18/2020 09:55:09 MDT,3671843,0
0,0x686...890c6,one1j...u04u8,one1x...n5949,08/18/2020 09:53:04 MDT,0,0.01000001
0,0xa81...2470d,one1e...qf7vv,one13...hhrgw,08/18/2020 09:52:44 MDT,1100,0.000021
0,0xbaa...ec45f,one1w...2xt26,one1y...zss72,08/18/2020 09:50:59 MDT,1100,0.000021
0,0xa71...06bca,one1j...u04u8,one1x...n5949,08/18/2020 09:48:04 MDT,0,0.01000001
0,0x16f...c98c8,one13...aa0q4,one1w...2xt26,08/18/2020 09:46:24 MDT,109493,0.000021
0,0x03e...ac930,one12...aknsu,one1w...2xt26,08/18/2020 09:46:19 MDT,2990,0.000021
0,0x99b...26d62,one1j...u04u8,one1x...n5949,08/18/2020 09:43:04 MDT,0,0.01000001
0,0x3c2...c6df0,one14...9lch4,one13...e40zm,08/18/2020 09:42:09 MDT,10100,0.000021
0,0xb05...b8e17,one1j...u04u8,one1x...n5949,08/18/2020 09:38:04 MDT,0,0.01000001
0,0xf31...20b9a,one1w...2xt26,one1p...vxde5,08/18/2020 09:36:54 MDT,20000.8577,0.000021
0,0x764...a9d96,one1m...kvnag,one1m...4qnr5,08/18/2020 09:36:49 MDT,378091.0718,0
0,0x66b...1e5c4,one1l...yat65,one1w...2xt26,08/18/2020 09:35:34 MDT,155787,0.000021
0,0xe69...55e8d,one17...gd8wk,one1s...58m0a,08/18/2020 09:34:14 MDT,2.8896,0.000021
0,0x837...8b109,one1r...yn6ue,one1s...58m0a,08/18/2020 09:34:04 MDT,3354.6462,0.000021
0,0x4de...aa14c,one1j...u04u8,one1x...n5949,08/18/2020 09:33:04 MDT,0,0.01000001
0,0x81b...acc57,one1d...v7kzj,one1q...8wd2t,08/18/2020 09:31:29 MDT,285561,0.00021
0,0x74a...90f5b,one1w...2xt26,one1d...v7kzj,08/18/2020 09:30:44 MDT,285561,0.000021
0,0x7b8...96ece,one12...pe0dm,one1w...2xt26,08/18/2020 09:30:24 MDT,200266,0.000021
0,0x2c6...5a7ad,one1t...2r54m,one10...p6gwz,08/18/2020 09:30:14 MDT,12,0.000021
0,0x08e...a4ed2,one1j...u04u8,one1x...n5949,08/18/2020 09:28:04 MDT,0,0.01000001
0,0xb03...b4282,one1p...sd2f8,one1q...8wd2t,08/18/2020 09:27:29 MDT,138883,0.00021
0,0x7e1...5022c,one1w...2xt26,one1p...sd2f8,08/18/2020 09:26:34 MDT,138883,0.000021
0,0x13d...b3d4c,one19...gm632,one10...77zxr,08/18/2020 09:25:59 MDT,0,0.0021
0,0xdf1...741c7,one1y...u7f82,one1h...5rr72,08/18/2020 09:25:19 MDT,444.0508,0.000021
0,0x021...a1c66,one1x...rm2s0,one1z...j5awk,08/18/2020 09:25:19 MDT,0.001,0.000021
0,0x0ca...3670d,one1x...rm2s0,one1z...j5awk,08/18/2020 09:23:49 MDT,0.01,0.000021
0,0x1c5...91e08,one1j...u04u8,one1x...n5949,08/18/2020 09:23:04 MDT,0,0.01000001
0,0x149...415f9,one1w...2xt26,one1r...8yqgw,08/18/2020 09:22:29 MDT,4999.999,0.000021
0,0x9a3...2040a,one1w...2xt26,one10...qewsp,08/18/2020 09:22:19 MDT,264260.149,0.000021
0,0x77b...374e4,one1l...wrgx2,one1w...2xt26,08/18/2020 09:22:04 MDT,18572.0961,0.000021
0,0x4fe...26dc5,one16...xh642,one13...cg549,08/18/2020 09:21:49 MDT,180.4,0.000021
0,0x1c7...05079,one1w...2xt26,one1s...k26pv,08/18/2020 09:20:14 MDT,2000000,0.000021
0,0x076...284d9,one1j...u04u8,one1x...n5949,08/18/2020 09:18:04 MDT,0,0.01000001
0,0x8e7...f9172,one1w...2xt26,one1x...rm2s0,08/18/2020 09:16:04 MDT,10298.69,0.000021
0,0x235...f3c3e,one12...wy6vj,one1w...2xt26,08/18/2020 09:15:34 MDT,2357635,0.000021
0,0x84d...d3c75,one1j...u04u8,one1x...n5949,08/18/2020 09:13:04 MDT,0,0.01000001
0,0xb86...7bd44,one1t...xkce3,one1q...8wd2t,08/18/2020 09:12:49 MDT,69649,0.00021
0,0x067...199b0,one1u...4322q,one1k...5n8gt,08/18/2020 09:12:34 MDT,8770.8184,0.000021
0,0xfc6...2f8b5,one1w...2xt26,one1t...xkce3,08/18/2020 09:11:54 MDT,69649,0.000021
0,0x90f...2c7a6,one13...jpazz,one1j...ts9nr,08/18/2020 09:10:14 MDT,0.001,0.000021
0,0x3a9...969ba,one1d...0gg0q,one15...rx2w6,08/18/2020 09:10:09 MDT,2831.4703,0.000021
0,0xc20...d4583,one1w...2xt26,one1u...4322q,08/18/2020 09:09:49 MDT,8670.8194,0.000021
0,0x9c9...810f6,one17...83q38,one1w...2xt26,08/18/2020 09:09:24 MDT,395,0.000021
0,0x2f9...9b827,one1j...u04u8,one1x...n5949,08/18/2020 09:08:04 MDT,0,0.01000001
0,0x5d6...2c6b1,one1m...kvnag,one1v...l76tf,08/18/2020 09:03:39 MDT,45670.537,0
0,0x102...9325a,one1j...u04u8,one1x...n5949,08/18/2020 09:03:04 MDT,0,0.01000001
0,0xfb5...bc1a7,one1l...cflvy,one1w...2xt26,08/18/2020 09:00:44 MDT,12174.999,0.000021
0,0x4bd...3ca1e,one1q...8wd2t,one18...zp09d,08/18/2020 09:00:39 MDT,234904,0.00021
0,0x7ef...32ba0,one1q...lc8a7,one1x...0nz74,08/18/2020 09:00:29 MDT,265.4381,0.000021
0,0x6c2...1efd8,one1t...2r54m,one10...p6gwz,08/18/2020 09:00:14 MDT,11,0.000021
0,0xc1f...f2322,one1w...2xt26,one1u...4322q,08/18/2020 08:59:39 MDT,99.999,0.000021
0,0x318...aa2a2,one1j...u04u8,one1x...n5949,08/18/2020 08:58:04 MDT,0,0.01000001
0,0xabb...dabb8,one1q...8wd2t,one1c...xfw2j,08/18/2020 08:54:49 MDT,268312,0.00021
0,0xf13...10855,one1j...u04u8,one1x...n5949,08/18/2020 08:53:04 MDT,0,0.01000001
0,0xad3...780f6,one1w...2xt26,one10...qewsp,08/18/2020 08:51:29 MDT,225179.129,0.000021
0,0x7e9...de772,one1j...u04u8,one1x...n5949,08/18/2020 08:48:04 MDT,0,0.01000001
0,0x987...a5412,one17...r3kws,one1w...2xt26,08/18/2020 08:46:39 MDT,5005062.3,0.000021
0,0x6da...ab3bb,one1j...u04u8,one1x...n5949,08/18/2020 08:43:04 MDT,0,0.01000001
0,0x0aa...59aef,one19...74t8x,one1e...awyws,08/18/2020 08:40:19 MDT,25,0.000021
0,0x34e...a4662,one1a...nw02w,one1l...5wrt0,08/18/2020 08:39:14 MDT,10200,0.000021
0,0x7cf...57673,one1j...u04u8,one1x...n5949,08/18/2020 08:38:04 MDT,0,0.01000001
0,0x223...6fe9c,one1j...u04u8,one1x...n5949,08/18/2020 08:33:04 MDT,0,0.01000001
0,0x8f4...24b43,one1w...2xt26,one15...zel69,08/18/2020 08:31:24 MDT,771.6266,0.000021
0,0x9b0...d2bb7,one1t...2r54m,one10...p6gwz,08/18/2020 08:30:13 MDT,12,0.000021
0,0x765...8fd5a,one1r...57uxv,one1r...vnp6g,08/18/2020 08:30:13 MDT,598159,0.000021
0,0x6f0...5e4bd,one18...qeyft,one1q...8wd2t,08/18/2020 08:28:08 MDT,193240.999,0.00021
0,0xec0...8e3ee,one1j...u04u8,one1x...n5949,08/18/2020 08:28:03 MDT,0,0.01000001
0,0x25e...b32c1,one1w...2xt26,one18...qeyft,08/18/2020 08:27:13 MDT,193240.999,0.000021
0,0xd85...c71f0,one1w...2xt26,one1u...vq2gx,08/18/2020 08:27:08 MDT,2582309.003,0.000021
0,0x745...4d888,one1q...8wd2t,one18...zp09d,08/18/2020 08:26:58 MDT,246168,0.00021
0,0x13a...7a374,one1w...2xt26,one16...uvhj0,08/18/2020 08:24:57 MDT,13075.91,0.000021
0,0x141...dd6d6,one1k...jmuah,one14...9lch4,08/18/2020 08:24:42 MDT,10101,0.000021
0,0x74b...20993,one1j...u04u8,one1x...n5949,08/18/2020 08:23:02 MDT,0,0.01000001
0,0x0ce...3b562,one1w...2xt26,one10...qewsp,08/18/2020 08:22:52 MDT,237375.039,0.000021
0,0xa17...08b5c,one19...n3ykq,one1l...5a73c,08/18/2020 08:21:42 MDT,1558.799,0.000021
0,0xfed...50969,one1j...u04u8,one1x...n5949,08/18/2020 08:18:06 MDT,0,0.01000001
0,0xe89...561f3,one1a...0ec22,one1a...0hwzl,08/18/2020 08:17:26 MDT,0.001,0.000126
0,0xf13...2a152,one1k...8d5nc,one16...c3thc,08/18/2020 08:15:15 MDT,0.001,0.000021
0,0x22d...72a5a,one1j...jpf5n,one1w...2xt26,08/18/2020 08:15:00 MDT,31666,0.000021
0,0x580...7feab,one1q...8wd2t,one18...muqzy,08/18/2020 08:14:05 MDT,224079,0.00021
0,0xf6c...671d5,one13...e5qq9,one1k...jmuah,08/18/2020 08:13:39 MDT,11010,0.000021
0,0x358...0045c,one1j...u04u8,one1x...n5949,08/18/2020 08:13:04 MDT,0,0.01000001
0,0x194...33d65,one1s...4z6s0,one1q...75u46,08/18/2020 08:10:49 MDT,36999.999,0.000021
0,0xc4a...2feb6,one1w...2xt26,one1s...4z6s0,08/18/2020 08:10:39 MDT,36999.999,0.000021
0,0xb98...87ef5,one1q...8wd2t,one1x...qtlcw,08/18/2020 08:08:29 MDT,32106.259,0.00021
0,0x625...29087,one1j...u04u8,one1x...n5949,08/18/2020 08:08:04 MDT,0,0.01000001
0,0xd09...226ae,one1s...4z6s0,one1q...75u46,08/18/2020 08:04:42 MDT,9.999,0.000021
0,0x849...19f3b,one1p...pzvh2,one1j...nwtg5,08/18/2020 08:04:37 MDT,348.4989,0.000021
0,0x164...e26f3,one1w...2xt26,one1s...4z6s0,08/18/2020 08:04:32 MDT,9.999,0.000021
0,0xd78...433e5,one1j...u04u8,one1x...n5949,08/18/2020 08:03:02 MDT,0,0.01000001
0,0x125...db34d,one1a...ngq4v,one1w...2xt26,08/18/2020 08:00:36 MDT,898.199,0.000021
0,0x9e4...26535,one1t...2r54m,one10...p6gwz,08/18/2020 08:00:21 MDT,12,0.000021
0,0xcdb...7c979,one1k...lghyl,one1w...2xt26,08/18/2020 07:58:56 MDT,5999,0.000021
0,0x461...5ea4e,one1j...u04u8,one1x...n5949,08/18/2020 07:58:06 MDT,0,0.01000001
0,0x8bf...1faf7,one1v...fqk0t,one1a...6scua,08/18/2020 07:57:56 MDT,21074,0.000021
0,0x7fa...5849a,one1n...ks8v3,one1u...7k2lp,08/18/2020 07:57:11 MDT,0.001,0.000021
0,0x3b1...a9ce2,one1q...8wd2t,one1x...qtlcw,08/18/2020 07:55:41 MDT,99.999,0.00021
0,0xd44...4b76f,one1j...u04u8,one1x...n5949,08/18/2020 07:53:06 MDT,0,0.01000001
0,0xdd7...39329,one1k...jmuah,one13...e5qq9,08/18/2020 07:48:46 MDT,11011,0.000021
0,0x5b6...ff97b,one1q...8wd2t,one1c...xfw2j,08/18/2020 07:48:21 MDT,256156,0.00021
0,0x263...4c3f6,one1j...u04u8,one1x...n5949,08/18/2020 07:48:06 MDT,0,0.01000001
0,0xef6...287f4,one10...3xjl3,one14...t3qej,08/18/2020 07:46:16 MDT,10050.9989,0.00006
0,0x924...4424e,one1w...2xt26,one1u...7skjh,08/18/2020 07:44:26 MDT,2081999.999,0.000021
0,0x5c8...068d4,one1j...u04u8,one1x...n5949,08/18/2020 07:43:06 MDT,0,0.01000001
0,0x05d...3f8a8,one15...9nwk8,one1w...2xt26,08/18/2020 07:40:41 MDT,21030.0637,0.000021
0,0xf4a...4a606,one14...3wjrr,one18...q8tm8,08/18/2020 07:40:16 MDT,1295,0.000021
0,0xa4d...5cd8f,one1j...u04u8,one1x...n5949,08/18/2020 07:38:06 MDT,0,0.01000001
0,0x1d2...b99d4,one1l...dnnwh,one1w...2xt26,08/18/2020 07:34:21 MDT,32999,0.000021
0,0x5a1...c4318,one1j...u04u8,one1x...n5949,08/18/2020 07:33:06 MDT,0,0.01000001
0,0x7c5...dd3ec,one1m...kvnag,one1d...ffgdj,08/18/2020 07:30:46 MDT,17667.8995,0
0,0xaeb...607c9,one1t...2r54m,one10...p6gwz,08/18/2020 07:30:16 MDT,11,0.000021
0,0x1af...98b2e,one1j...u04u8,one1x...n5949,08/18/2020 07:28:06 MDT,0,0.01000001
0,0x4c0...072bd,one1q...8wd2t,one1l...90tej,08/18/2020 07:26:56 MDT,5,0.00021
0,0x752...c99de,one1m...kvnag,one1a...vf97x,08/18/2020 07:26:36 MDT,956052.6152,0
0,0xcb3...96d41,one1p...sd2f8,one1q...8wd2t,08/18/2020 07:25:11 MDT,174654,0.00021
0,0x757...f5cc8,one1m...kvnag,one1a...vf97x,08/18/2020 07:24:51 MDT,50000,0
0,0xc2e...62c13,one1w...2xt26,one1p...sd2f8,08/18/2020 07:24:16 MDT,174654,0.000021
0,0xd3d...22399,one1j...u04u8,one1x...n5949,08/18/2020 07:23:06 MDT,0,0.01000001
0,0xe4f...4d52c,one1j...u04u8,one1x...n5949,08/18/2020 07:18:06 MDT,0,0.01000001
0,0xb03...9f2ad,one1w...2xt26,one10...qewsp,08/18/2020 07:18:06 MDT,222051.159,0.000021
0,0x33b...0a50f,one1t...xkce3,one1q...8wd2t,08/18/2020 07:16:51 MDT,164354,0.00021
0,0x599...faafa,one10...zefsc,one1k...jmuah,08/18/2020 07:16:46 MDT,11010,0.000021
0,0xaf0...c59b9,one1u...uqxde,one16...w0hqs,08/18/2020 07:16:11 MDT,0.001,0.000021
0,0x506...8b72c,one1w...2xt26,one1t...xkce3,08/18/2020 07:16:01 MDT,164354,0.000021
0,0x52a...bfe2c,one1l...935n9,one1q...8wd2t,08/18/2020 07:14:51 MDT,288210,0.00021
0,0x17a...0499c,one1w...2xt26,one1l...935n9,08/18/2020 07:13:51 MDT,288210,0.000021
0,0x12a...bf3d9,one1j...u04u8,one1x...n5949,08/18/2020 07:13:06 MDT,0,0.01000001
0,0x830...33ddb,one1j...u04u8,one1x...n5949,08/18/2020 07:08:06 MDT,0,0.01000001
0,0xc84...08732,one1j...u04u8,one1x...n5949,08/18/2020 07:03:05 MDT,0,0.01000001
0,0x1db...a9985,one1u...uqxde,one1r...ggged,08/18/2020 07:01:40 MDT,0.001,0.000021
0,0x0f6...1f3b1,one1v...9q884,one1r...99my2,08/18/2020 07:00:55 MDT,33916.7799,0.000021
0,0x9aa...2ba7d,one1t...2r54m,one10...p6gwz,08/18/2020 07:00:15 MDT,12,0.000021
0,0x7ca...984b3,one1w...2xt26,one1v...9q884,08/18/2020 06:59:40 MDT,33916.7799,0.000021
0,0x51a...276f6,one1j...u04u8,one1x...n5949,08/18/2020 06:58:05 MDT,0,0.01000001
0,0xc2b...275bb,one1j...242k8,one1w...2xt26,08/18/2020 06:55:40 MDT,20198.98,0.000021
0,0xe5f...5eeeb,one1c...wmgt3,one1q...8wd2t,08/18/2020 06:54:20 MDT,1105.4791,0.00021
0,0xa90...92d56,one1w...2xt26,one1c...wmgt3,08/18/2020 06:53:35 MDT,1105.4793,0.000021
0,0x22d...5c74a,one1j...u04u8,one1x...n5949,08/18/2020 06:53:05 MDT,0,0.01000001
0,0x7a5...ba43e,one1t...xkce3,one1q...8wd2t,08/18/2020 06:50:20 MDT,48006,0.00021
0,0x1de...b9870,one1d...v7kzj,one1q...8wd2t,08/18/2020 06:50:10 MDT,290350,0.00021
0,0x325...cf8cf,one1w...2xt26,one1d...v7kzj,08/18/2020 06:49:25 MDT,290350,0.000021
0,0x065...ac737,one1w...2xt26,one1t...xkce3,08/18/2020 06:49:20 MDT,48006,0.000021
0,0x1df...d8618,one1j...u04u8,one1x...n5949,08/18/2020 06:48:05 MDT,0,0.01000001
0,0x2a0...76055,one1u...uqxde,one1r...ggged,08/18/2020 06:46:00 MDT,1,0.000021
0,0x16f...d8642,one1j...u04u8,one1x...n5949,08/18/2020 06:43:05 MDT,0,0.01000001
0,0x1ad...1838b,one1w...2xt26,one10...zefsc,08/18/2020 06:41:09 MDT,11011,0.000021
0,0xbe4...240fc,one1w...2xt26,one1u...uqxde,08/18/2020 06:41:04 MDT,69929.999,0.000021
0,0x3d1...437ef,one1p...sd2f8,one1q...8wd2t,08/18/2020 06:39:49 MDT,221205,0.00021
0,0x5e7...03301,one1w...2xt26,one1p...sd2f8,08/18/2020 06:38:54 MDT,221205,0.000021
0,0xbd4...bd336,one1m...kvnag,one1d...xdhmr,08/18/2020 06:38:39 MDT,905.7157,0
0,0x12a...7d638,one1j...u04u8,one1x...n5949,08/18/2020 06:38:04 MDT,0,0.01000001
0,0xa77...72b39,one1m...kvnag,one1x...ypfem,08/18/2020 06:37:58 MDT,37923,0
0,0xcdf...cde55,one1m...kvnag,one17...x8dth,08/18/2020 06:35:43 MDT,823248.0614,0
0,0xcb7...6fc3a,one1w...2xt26,one1s...t2w6s,08/18/2020 06:34:48 MDT,123129.0723,0.000021
0,0xcd0...a34af,one1w...2xt26,one1u...kqc36,08/18/2020 06:34:38 MDT,36527.999,0.000021
0,0xa30...33242,one1j...u04u8,one1x...n5949,08/18/2020 06:33:03 MDT,0,0.01000001
0,0xa9c...dbc7b,one1w...2xt26,one1u...uqxde,08/18/2020 06:32:33 MDT,69931.2019,0.000021
0,0x025...9c0a9,one1w...2xt26,one1w...dcsd4,08/18/2020 06:32:23 MDT,7049.799,0.000021
0,0x3e0...13a5d,one12...6q2tr,one1w...2xt26,08/18/2020 06:31:28 MDT,58193.4687,0.000021
0,0x4bb...67bd7,one1t...2r54m,one10...p6gwz,08/18/2020 06:30:17 MDT,11,0.000021
0,0x99b...50f0e,one1w...2xt26,one18...jp9gh,08/18/2020 06:28:17 MDT,1089999.999,0.000021
